"Target String","URL Safe String","User","Hub","Hub Type","Event Title","Event Locale"
".ca",".ca","Gabrielle Clemens","Impact Private Wealth Group","PERSONAL","Living longer, healthier lives requires good planning","en_US"
".ca",".ca","Gabrielle Clemens","Impact Private Wealth Group","PERSONAL","Imagine 2025: A look at Disruptive Innovations and a 2020 Market Outlook Update","en_US"
".ca",".ca","Gabrielle Clemens","Impact Private Wealth Group","PERSONAL","Rewriting Retirement: Thriving in your Encore Years","en_US"
".ca",".ca","Gabrielle Clemens","Impact Private Wealth Group","PERSONAL","Rewriting Retirement: Thriving in your Encore Years","en_US"
".ca",".ca","Gabrielle Clemens","Impact Private Wealth Group","PERSONAL","Cybersecurity: Protecting yourself from criminals, hackers and thieves","en_US"
".ca",".ca","Gabrielle Clemens","Impact Private Wealth Group","PERSONAL","State of the Markets, Monetary and Fiscal Stimulus and Opportunities for Investors in our New Normal:","en_US"
".ca",".ca","Tina Licari","Tina Licari, CFP®, CRPC®","PERSONAL","How good are you willing to let it get?","en_US"
".ca",".ca","Tina Licari","Tina Licari, CFP®, CRPC®","PERSONAL","Prepare, Don’t Predict","en_US"
".ca",".ca","Tina Licari","Tina Licari, CFP®, CRPC®","PERSONAL","RBC Wealth Management invites  you to a discussion on:  Health Care now; Medicare for your future.","en_US"
".ca",".ca","Tina Licari","Tina Licari, CFP®, CRPC®","PERSONAL","RBC Wealth Management invites you to a discussion on: Social Security & IRA Distribution Strategies for all ages.","en_US"
".ca",".ca","Tina Licari","Tina Licari, CFP®, CRPC®","PERSONAL","Filling your cup begins and ends  with taking care of yourself and  the people around you","en_US"
".ca",".ca","Elizabeth Norman","The Norman Fletchall Team","PERSONAL","Empowered Women: Investing for Change","en_US"
".ca",".ca","Tina Licari","Tina Licari, CFP®, CRPC®","PERSONAL","Planning your Legacy : When to use a Will, a Trust, or a Power of Attorney","en_US"
".ca",".ca","Gabrielle Clemens","Clemens Private Wealth Management Group","PERSONAL","Cybersecurity: Protecting yourself from criminals, hackers and thieves","en_US"
".ca",".ca","Gabrielle Clemens","Clemens Private Wealth Management Group","PERSONAL","Imagine 2025: A look at Disruptive Innovations and a 2020 Market Outlook Update","en_US"
".ca",".ca","Gabrielle Clemens","Clemens Private Wealth Management Group","PERSONAL","State of the Markets, Monetary and Fiscal Stimulus and Opportunities for Investors in our New Normal:","en_US"
".ca",".ca","Gabrielle Clemens","Clemens Private Wealth Management Group","PERSONAL","Living longer, healthier lives requires good planning","en_US"
".ca",".ca","Tina Licari","Tina Licari, CFP®, CRPC®","PERSONAL","Please join us for our 2021 client event discussing what lies ahead for 2021","en_US"
".ca",".ca","Gabrielle Clemens","Impact Private Wealth Group","PERSONAL","WebEx presentation on Medicare: Age 65, a Milestone Year…","en_US"
".ca",".ca","Gabrielle Clemens","Impact Private Wealth Group","PERSONAL","WebEx presentation: Prioritizing planning helps families manage financial risks of Alzheimer’s and dementia","en_US"
".ca",".ca","Gabrielle Clemens","Clemens Private Wealth Management Group","PERSONAL","WebEx presentation: Prioritizing planning helps families manage financial risks of Alzheimer’s and dementia","en_US"
".ca",".ca","Gabrielle Clemens","Clemens Private Wealth Management Group","PERSONAL","WebEx presentation on Medicare: Age 65, a Milestone Year…","en_US"
".ca",".ca","Gabrielle Clemens","Clemens Private Wealth Management Group","PERSONAL","WebEx presentation: Our Changing Climate - Investing in the Transition to a More  Sustainable Economy","en_US"
".ca",".ca","Gabrielle Clemens","Impact Private Wealth Group","PERSONAL","WebEx presentation: Our Changing Climate - Investing in the Transition to a More  Sustainable Economy","en_US"
".ca",".ca","AnnMarie Etergino","The Etergino Group","PERSONAL","Rent, buy or refi? Key considerations for real estate financing","en_US"
".ca",".ca","Gabrielle Clemens","Impact Private Wealth Group","PERSONAL","Preparing for the Expected: managing the financial risk of dementia","en_US"
".ca",".ca","Gabrielle Clemens","Clemens Private Wealth Management Group","PERSONAL","Preparing for the Expected: managing the financial risk of dementia","en_US"
".ca",".ca","Gabrielle Clemens","Impact Private Wealth Group","PERSONAL","Gender Lens Investing: Investing for a Positive Impact on Women","en_US"
".ca",".ca","Gabrielle Clemens","Clemens Private Wealth Management Group","PERSONAL","Gender Lens Investing: Investing for a Positive Impact on Women","en_US"
".ca",".ca","AnnMarie Etergino","The Etergino Group","PERSONAL","2021 outlook and changes in a new era","en_US"
".ca",".ca","AnnMarie Etergino","The Etergino Group","PERSONAL","Big ideas in health care innovation","en_US"
".ca",".ca","AnnMarie Etergino","The Etergino Group","PERSONAL","Wellness during COVID-19—an oxymoron or a possibility?","en_US"
".ca",".ca","AnnMarie Etergino","The Etergino Group","PERSONAL","New Year, New Outlook: Key Market Themes and Opportunities in 2021","en_US"
".ca",".ca","AnnMarie Etergino","The Etergino Group","PERSONAL","Art viewing and discussion with the National Museum of Women in the Arts on “Seeing Red”","en_US"
".ca",".ca","AnnMarie Etergino","The Etergino Group","PERSONAL","Introduction to nonprofit board service","en_US"
".ca",".ca","AnnMarie Etergino","The Etergino Group","PERSONAL","You’re invited to a presentation on Social Security strategies for all ages","en_US"
".ca",".ca","AnnMarie Etergino","The Etergino Group","PERSONAL","Key tips for peak performance, motivation and wellness","en_US"
".ca",".ca","AnnMarie Etergino","The Etergino Group","PERSONAL","Understanding the Fed and the future of wealth in America","en_US"
".ca",".ca","AnnMarie Etergino","The Etergino Group","PERSONAL","Technical market update: key trends and strategies for 2021 and beyond","en_US"
".ca",".ca","AnnMarie Etergino","The Etergino Group","PERSONAL","Investing According to Your Values","en_US"
".ca",".ca","John R. Hershey III","The Hershey Group","PERSONAL","Cocktail Party and Community Concert","en_US"
".ca",".ca","Julene Melquist","Julene Melquist","PERSONAL","View of the Markets","en_US"
